date,slot_index,month,day,interval,service_level,call_volume,abandoned_calls,abandoned_rate,cct,month_num,interval_start_hour,overnight_flag,is_weekend,slot_missing_flag,low_volume_flag,call_volume_was_missing,abandoned_calls_was_missing,cct_was_missing,service_level_was_missing,abandoned_rate_was_missing
2025-04-01,0,4,1,,,127.0,0.0,0.0,316.24,,0,True,False,True,True,1,1,1,1,1
2025-04-01,1,4,1,,,127.0,0.0,0.0,316.24,,0,True,False,True,True,1,1,1,1,1
2025-04-01,2,4,1,,,127.0,0.0,0.0,316.24,,1,True,False,True,True,1,1,1,1,1
2025-04-01,3,4,1,,,127.0,0.0,0.0,316.24,,1,True,False,True,True,1,1,1,1,1
2025-04-01,4,4,1,,,127.0,0.0,0.0,316.24,,2,True,False,True,True,1,1,1,1,1
2025-04-01,5,4,1,,,127.0,0.0,0.0,316.24,,2,True,False,True,True,1,1,1,1,1
2025-04-01,6,4,1,,,127.0,0.0,0.0,316.24,,3,True,False,True,True,1,1,1,1,1
2025-04-01,7,4,1,,,127.0,0.0,0.0,316.24,,3,True,False,True,True,1,1,1,1,1
2025-04-01,8,4,1,,,127.0,0.0,0.0,316.24,,4,True,False,True,True,1,1,1,1,1
2025-04-01,9,4,1,,,127.0,0.0,0.0,316.24,,4,True,False,True,True,1,1,1,1,1
2025-04-01,10,4,1,,,127.0,0.0,0.0,316.24,,5,True,False,True,True,1,1,1,1,1
2025-04-01,11,4,1,,,127.0,0.0,0.0,316.24,,5,True,False,True,True,1,1,1,1,1
2025-04-01,12,4,1,,,127.0,0.0,0.0,316.24,,6,True,False,True,True,1,1,1,1,1
2025-04-01,13,4,1,,,127.0,0.0,0.0,316.24,,6,True,False,True,True,1,1,1,1,1
2025-04-01,14,4,1,,,127.0,0.0,0.0,316.24,,7,False,False,True,True,1,1,1,1,1
2025-04-01,15,4,1,,,127.0,0.0,0.0,316.24,,7,False,False,True,True,1,1,1,1,1
2025-04-01,16,4,1,,,127.0,0.0,0.0,316.24,,8,False,False,True,True,1,1,1,1,1
2025-04-01,17,4,1,,,127.0,0.0,0.0,316.24,,8,False,False,True,True,1,1,1,1,1
2025-04-01,18,4,1,,,127.0,0.0,0.0,316.24,,9,False,False,True,True,1,1,1,1,1
2025-04-01,19,4,1,,,127.0,0.0,0.0,316.24,,9,False,False,True,True,1,1,1,1,1
2025-04-01,20,4,1,10:00,,197.0,0.0,0.0,288.58,4.0,10,False,False,False,False,0,0,0,1,1
2025-04-01,21,4,1,10:30,,221.0,0.0,0.0,330.24,4.0,10,False,False,False,False,0,0,0,1,1
2025-04-01,22,4,1,11:00,,267.0,0.0,0.0,280.94,4.0,11,False,False,False,False,0,0,0,1,1
2025-04-01,23,4,1,11:30,,273.0,0.0,0.0,322.6,4.0,11,False,False,False,False,0,0,0,1,1
2025-04-01,24,4,1,12:00,,245.0,1.0,0.004081632653061225,335.5,4.0,12,False,False,False,False,0,0,0,1,1
2025-04-01,25,4,1,12:30,,258.0,1.0,0.003875968992248062,284.15,4.0,12,False,False,False,False,0,0,0,1,1
2025-04-01,26,4,1,13:00,,239.0,0.0,0.0,321.13,4.0,13,False,False,False,False,0,0,0,1,1
2025-04-01,27,4,1,13:30,,238.0,0.0,0.0,328.56,4.0,13,False,False,False,False,0,0,0,1,1
2025-04-01,28,4,1,14:00,,273.0,0.0,0.0,307.4,4.0,14,False,False,False,False,0,0,0,1,1
2025-04-01,29,4,1,14:30,,274.0,0.0,0.0,307.11,4.0,14,False,False,False,False,0,0,0,1,1
2025-04-01,30,4,1,15:00,,255.0,0.0,0.0,301.51,4.0,15,False,False,False,False,0,0,0,1,1
2025-04-01,31,4,1,15:30,,259.0,4.0,0.015444015444015444,323.3,4.0,15,False,False,False,False,0,0,0,1,1
2025-04-01,32,4,1,16:00,,259.0,2.0,0.007722007722007722,326.37,4.0,16,False,False,False,False,0,0,0,1,1
2025-04-01,33,4,1,16:30,,284.0,0.0,0.0,330.98,4.0,16,False,False,False,False,0,0,0,1,1
2025-04-01,34,4,1,17:00,,254.0,0.0,0.0,332.5,4.0,17,False,False,False,False,0,0,0,1,1
