date,slot_index,month,day,interval,service_level,call_volume,abandoned_calls,abandoned_rate,cct,month_num,interval_start_hour,overnight_flag,is_weekend,slot_missing_flag,low_volume_flag,call_volume_was_missing,abandoned_calls_was_missing,cct_was_missing,service_level_was_missing,abandoned_rate_was_missing
2025-04-01,0,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,0,True,False,True,True,1,1,1,1,1
2025-04-01,1,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,0,True,False,True,True,1,1,1,1,1
2025-04-01,2,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,1,True,False,True,True,1,1,1,1,1
2025-04-01,3,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,1,True,False,True,True,1,1,1,1,1
2025-04-01,4,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,2,True,False,True,True,1,1,1,1,1
2025-04-01,5,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,2,True,False,True,True,1,1,1,1,1
2025-04-01,6,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,3,True,False,True,True,1,1,1,1,1
2025-04-01,7,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,3,True,False,True,True,1,1,1,1,1
2025-04-01,8,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,4,True,False,True,True,1,1,1,1,1
2025-04-01,9,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,4,True,False,True,True,1,1,1,1,1
2025-04-01,10,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,5,True,False,True,True,1,1,1,1,1
2025-04-01,11,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,5,True,False,True,True,1,1,1,1,1
2025-04-01,12,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,6,True,False,True,True,1,1,1,1,1
2025-04-01,13,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,6,True,False,True,True,1,1,1,1,1
2025-04-01,14,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,7,False,False,True,True,1,1,1,1,1
2025-04-01,15,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,7,False,False,True,True,1,1,1,1,1
2025-04-01,16,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,8,False,False,True,True,1,1,1,1,1
2025-04-01,17,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,8,False,False,True,True,1,1,1,1,1
2025-04-01,18,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,9,False,False,True,True,1,1,1,1,1
2025-04-01,19,4,1,,,586.0,1.0,0.0017064846416382253,338.89,,9,False,False,True,True,1,1,1,1,1
2025-04-01,20,4,1,10:00,,813.0,2.0,0.0024600246002460025,322.72,4.0,10,False,False,False,False,0,0,0,1,1
2025-04-01,21,4,1,10:30,,915.0,4.0,0.004371584699453552,325.08,4.0,10,False,False,False,False,0,0,0,1,1
2025-04-01,22,4,1,11:00,,939.0,4.0,0.004259850905218318,350.13,4.0,11,False,False,False,False,0,0,0,1,1
2025-04-01,23,4,1,11:30,,1017.0,0.0,0.0,338.27,4.0,11,False,False,False,False,0,0,0,1,1
2025-04-01,24,4,1,12:00,,1046.0,6.0,0.0057361376673040155,338.82,4.0,12,False,False,False,False,0,0,0,1,1
2025-04-01,25,4,1,12:30,,1070.0,3.0,0.002803738317757009,334.74,4.0,12,False,False,False,False,0,0,0,1,1
2025-04-01,26,4,1,13:00,,1101.0,1.0,0.0009082652134423251,346.13,4.0,13,False,False,False,False,0,0,0,1,1
2025-04-01,27,4,1,13:30,,1065.0,14.0,0.013145539906103286,323.85,4.0,13,False,False,False,False,0,0,0,1,1
2025-04-01,28,4,1,14:00,,1144.0,0.0,0.0,338.26,4.0,14,False,False,False,False,0,0,0,1,1
2025-04-01,29,4,1,14:30,,1151.0,7.0,0.006081668114682885,342.38,4.0,14,False,False,False,False,0,0,0,1,1
2025-04-01,30,4,1,15:00,,1101.0,2.0,0.0018165304268846503,335.53,4.0,15,False,False,False,False,0,0,0,1,1
2025-04-01,31,4,1,15:30,,1054.0,2.0,0.0018975332068311196,349.68,4.0,15,False,False,False,False,0,0,0,1,1
2025-04-01,32,4,1,16:00,,1097.0,2.0,0.0018231540565177757,358.12,4.0,16,False,False,False,False,0,0,0,1,1
2025-04-01,33,4,1,16:30,,1069.0,1.0,0.0009354536950420954,348.82,4.0,16,False,False,False,False,0,0,0,1,1
2025-04-01,34,4,1,17:00,,1049.0,2.0,0.0019065776930409914,342.7,4.0,17,False,False,False,False,0,0,0,1,1
2025-04-01,35,4,1,17:30,,955.0,9.0,0.009424083769633508,355.31,4.0,17,False,False,False,False,0,0,0,1,1
2025-04-01,36,4,1,18:00,,875.0,5.0,0.005714285714285714,353.11,4.0,18,False,False,False,False,0,0,0,1,1
2025-04-01,37,4,1,18:30,,742.0,0.0,0.0,360.64,4.0,18,False,False,False,False,0,0,0,1,1
2025-04-01,38,4,1,19:00,,732.0,14.0,0.01912568306010929,335.24,4.0,19,False,False,False,False,0,0,0,1,1
2025-04-01,39,4,1,19:30,,619.0,0.0,0.0,337.65,4.0,19,False,False,False,False,0,0,0,1,1
2025-04-01,40,4,1,20:00,,522.0,1.0,0.0019157088122605363,351.62,4.0,20,False,False,False,False,0,0,0,1,1
2025-04-01,41,4,1,20:30,,438.0,1.0,0.00228310502283105,325.31,4.0,20,False,False,False,False,0,0,0,1,1
2025-04-01,42,4,1,21:00,,396.0,1.0,0.0025252525252525255,313.25,4.0,21,False,False,False,False,0,0,0,1,1
2025-04-01,43,4,1,21:30,,325.0,0.0,0.0,360.79,4.0,21,False,False,False,False,0,0,0,1,1
2025-04-01,44,4,1,22:00,,277.0,12.0,0.04332129963898917,333.05,4.0,22,False,False,False,False,0,0,0,1,1
2025-04-01,45,4,1,22:30,,212.0,2.0,0.009433962264150943,338.09,4.0,22,False,False,False,False,0,0,0,1,1
2025-04-01,46,4,1,23:00,,153.0,0.0,0.0,357.27,4.0,23,False,False,False,False,0,0,0,1,1
2025-04-01,47,4,1,23:30,,109.0,0.0,0.0,314.5,4.0,23,False,False,False,False,0,0,0,1,1
2025-04-02,0,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,0,True,False,True,True,1,1,1,1,1
2025-04-02,1,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,0,True,False,True,True,1,1,1,1,1
2025-04-02,2,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,1,True,False,True,True,1,1,1,1,1
2025-04-02,3,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,1,True,False,True,True,1,1,1,1,1
2025-04-02,4,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,2,True,False,True,True,1,1,1,1,1
2025-04-02,5,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,2,True,False,True,True,1,1,1,1,1
2025-04-02,6,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,3,True,False,True,True,1,1,1,1,1
2025-04-02,7,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,3,True,False,True,True,1,1,1,1,1
2025-04-02,8,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,4,True,False,True,True,1,1,1,1,1
2025-04-02,9,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,4,True,False,True,True,1,1,1,1,1
2025-04-02,10,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,5,True,False,True,True,1,1,1,1,1
2025-04-02,11,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,5,True,False,True,True,1,1,1,1,1
2025-04-02,12,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,6,True,False,True,True,1,1,1,1,1
2025-04-02,13,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,6,True,False,True,True,1,1,1,1,1
2025-04-02,14,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,7,False,False,True,True,1,1,1,1,1
2025-04-02,15,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,7,False,False,True,True,1,1,1,1,1
2025-04-02,16,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,8,False,False,True,True,1,1,1,1,1
2025-04-02,17,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,8,False,False,True,True,1,1,1,1,1
2025-04-02,18,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,9,False,False,True,True,1,1,1,1,1
2025-04-02,19,4,2,,,586.0,1.0,0.0017064846416382253,338.89,,9,False,False,True,True,1,1,1,1,1
2025-04-02,20,4,2,10:00,,711.0,0.0,0.0,325.18,4.0,10,False,False,False,False,0,0,0,1,1
2025-04-02,21,4,2,10:30,,863.0,2.0,0.002317497103128621,334.19,4.0,10,False,False,False,False,0,0,0,1,1
2025-04-02,22,4,2,11:00,,880.0,1.0,0.0011363636363636363,314.32,4.0,11,False,False,False,False,0,0,0,1,1
2025-04-02,23,4,2,11:30,,931.0,0.0,0.0,341.7,4.0,11,False,False,False,False,0,0,0,1,1
2025-04-02,24,4,2,12:00,,1000.0,1.0,0.001,343.43,4.0,12,False,False,False,False,0,0,0,1,1
2025-04-02,25,4,2,12:30,,1016.0,14.0,0.013779527559055118,347.97,4.0,12,False,False,False,False,0,0,0,1,1
2025-04-02,26,4,2,13:00,,1087.0,1.0,0.0009199632014719411,340.35,4.0,13,False,False,False,False,0,0,0,1,1
2025-04-02,27,4,2,13:30,,1060.0,8.0,0.007547169811320755,339.39,4.0,13,False,False,False,False,0,0,0,1,1
2025-04-02,28,4,2,14:00,,1039.0,2.0,0.0019249278152069298,340.94,4.0,14,False,False,False,False,0,0,0,1,1
2025-04-02,29,4,2,14:30,,998.0,1.0,0.001002004008016032,340.29,4.0,14,False,False,False,False,0,0,0,1,1
2025-04-02,30,4,2,15:00,,983.0,2.0,0.002034587995930824,349.96,4.0,15,False,False,False,False,0,0,0,1,1
2025-04-02,31,4,2,15:30,,938.0,2.0,0.0021321961620469083,356.18,4.0,15,False,False,False,False,0,0,0,1,1
2025-04-02,32,4,2,16:00,,975.0,1.0,0.0010256410256410256,346.35,4.0,16,False,False,False,False,0,0,0,1,1
2025-04-02,33,4,2,16:30,,940.0,0.0,0.0,346.13,4.0,16,False,False,False,False,0,0,0,1,1
2025-04-02,34,4,2,17:00,,897.0,3.0,0.0033444816053511705,331.62,4.0,17,False,False,False,False,0,0,0,1,1
2025-04-02,35,4,2,17:30,,819.0,0.0,0.0,336.6,4.0,17,False,False,False,False,0,0,0,1,1
2025-04-02,36,4,2,18:00,,727.0,1.0,0.001375515818431912,359.08,4.0,18,False,False,False,False,0,0,0,1,1
2025-04-02,37,4,2,18:30,,670.0,1.0,0.0014925373134328358,365.72,4.0,18,False,False,False,False,0,0,0,1,1
2025-04-02,38,4,2,19:00,,614.0,0.0,0.0,346.79,4.0,19,False,False,False,False,0,0,0,1,1
2025-04-02,39,4,2,19:30,,510.0,0.0,0.0,344.07,4.0,19,False,False,False,False,0,0,0,1,1
2025-04-02,40,4,2,20:00,,425.0,1.0,0.002352941176470588,342.44,4.0,20,False,False,False,False,0,0,0,1,1
2025-04-02,41,4,2,20:30,,382.0,2.0,0.005235602094240838,345.96,4.0,20,False,False,False,False,0,0,0,1,1
2025-04-02,42,4,2,21:00,,343.0,0.0,0.0,346.53,4.0,21,False,False,False,False,0,0,0,1,1
2025-04-02,43,4,2,21:30,,298.0,0.0,0.0,332.28,4.0,21,False,False,False,False,0,0,0,1,1
2025-04-02,44,4,2,22:00,,204.0,3.0,0.014705882352941176,335.82,4.0,22,False,False,False,False,0,0,0,1,1
2025-04-02,45,4,2,22:30,,172.0,4.0,0.023255813953488372,302.27,4.0,22,False,False,False,False,0,0,0,1,1
2025-04-02,46,4,2,23:00,,124.0,4.0,0.03225806451612903,313.58,4.0,23,False,False,False,False,0,0,0,1,1
2025-04-02,47,4,2,23:30,,96.0,4.0,0.041666666666666664,302.68,4.0,23,False,False,False,False,0,0,0,1,1
2025-04-03,0,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,0,True,False,True,True,1,1,1,1,1
2025-04-03,1,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,0,True,False,True,True,1,1,1,1,1
2025-04-03,2,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,1,True,False,True,True,1,1,1,1,1
2025-04-03,3,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,1,True,False,True,True,1,1,1,1,1
2025-04-03,4,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,2,True,False,True,True,1,1,1,1,1
2025-04-03,5,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,2,True,False,True,True,1,1,1,1,1
2025-04-03,6,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,3,True,False,True,True,1,1,1,1,1
2025-04-03,7,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,3,True,False,True,True,1,1,1,1,1
2025-04-03,8,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,4,True,False,True,True,1,1,1,1,1
2025-04-03,9,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,4,True,False,True,True,1,1,1,1,1
2025-04-03,10,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,5,True,False,True,True,1,1,1,1,1
2025-04-03,11,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,5,True,False,True,True,1,1,1,1,1
2025-04-03,12,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,6,True,False,True,True,1,1,1,1,1
2025-04-03,13,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,6,True,False,True,True,1,1,1,1,1
2025-04-03,14,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,7,False,False,True,True,1,1,1,1,1
2025-04-03,15,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,7,False,False,True,True,1,1,1,1,1
2025-04-03,16,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,8,False,False,True,True,1,1,1,1,1
2025-04-03,17,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,8,False,False,True,True,1,1,1,1,1
2025-04-03,18,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,9,False,False,True,True,1,1,1,1,1
2025-04-03,19,4,3,,,586.0,1.0,0.0017064846416382253,338.89,,9,False,False,True,True,1,1,1,1,1
2025-04-03,20,4,3,10:00,,834.0,1.0,0.001199040767386091,309.65,4.0,10,False,False,False,False,0,0,0,1,1
2025-04-03,21,4,3,10:30,,855.0,4.0,0.004678362573099415,337.67,4.0,10,False,False,False,False,0,0,0,1,1
2025-04-03,22,4,3,11:00,,992.0,2.0,0.0020161290322580645,313.13,4.0,11,False,False,False,False,0,0,0,1,1
2025-04-03,23,4,3,11:30,,1057.0,0.0,0.0,317.25,4.0,11,False,False,False,False,0,0,0,1,1
2025-04-03,24,4,3,12:00,,1004.0,2.0,0.00199203187250996,338.41,4.0,12,False,False,False,False,0,0,0,1,1
2025-04-03,25,4,3,12:30,,998.0,7.0,0.0070140280561122245,334.34,4.0,12,False,False,False,False,0,0,0,1,1
2025-04-03,26,4,3,13:00,,1015.0,2.0,0.0019704433497536944,352.28,4.0,13,False,False,False,False,0,0,0,1,1
2025-04-03,27,4,3,13:30,,1003.0,3.0,0.0029910269192422734,350.11,4.0,13,False,False,False,False,0,0,0,1,1
2025-04-03,28,4,3,14:00,,1023.0,1.0,0.0009775171065493646,344.59,4.0,14,False,False,False,False,0,0,0,1,1
