month_num,day,interval,service_level,call_volume,abandoned_calls,abandoned_rate,cct,date,slot_index,interval_start_hour,is_weekend,day_of_week,daypart,overnight_flag,slot_missing_flag,was_duplicate_resolved,was_imputed_call_volume,was_imputed_abandoned_calls,was_imputed_abandoned_rate,was_imputed_cct,was_imputed_service_level
4,1,00:00:00,1.0,30.0,0.0,0.0,306.0,2025-04-01,0,0,False,1,overnight,1,False,0,0,0,0,0,0
4,1,00:30:00,1.0,29.0,0.0,0.0,353.14,2025-04-01,1,0,False,1,overnight,1,False,0,0,0,0,0,0
4,1,01:00:00,1.0,25.0,0.0,0.0,373.76,2025-04-01,2,1,False,1,overnight,1,False,0,0,0,0,0,0
4,1,01:30:00,1.0,9.0,0.0,0.0,364.44,2025-04-01,3,1,False,1,overnight,1,False,0,0,0,0,0,0
4,1,02:00:00,1.0,4.0,0.0,0.0,276.25,2025-04-01,4,2,False,1,overnight,1,False,0,0,0,0,0,0
4,1,02:30:00,1.0,9.0,0.0,0.0,300.78,2025-04-01,5,2,False,1,overnight,1,False,0,0,0,0,0,0
4,1,03:00:00,1.0,3.0,0.0,0.0,218.33,2025-04-01,6,3,False,1,overnight,1,False,0,0,0,0,0,0
4,1,03:30:00,1.0,0.0,0.0,0.0,296.0,2025-04-01,7,3,False,1,overnight,1,False,0,0,0,1,1,1
4,1,04:00:00,1.0,0.0,0.0,0.0,180.5,2025-04-01,8,4,False,1,overnight,1,False,0,0,0,1,1,1
4,1,04:30:00,1.0,0.0,0.0,0.0,186.0,2025-04-01,9,4,False,1,overnight,1,False,0,0,0,1,1,1
4,1,05:00:00,1.0,1.0,0.0,0.0,172.0,2025-04-01,10,5,False,1,overnight,1,False,0,0,0,0,0,0
4,1,05:30:00,1.0,0.0,0.0,0.0,296.5,2025-04-01,11,5,False,1,overnight,1,False,0,0,0,1,1,1
4,1,06:00:00,0.9286,14.0,0.0,0.0,267.07,2025-04-01,12,6,False,1,morning,0,False,0,0,0,0,0,0
4,1,06:30:00,1.0,28.0,0.0,0.0,307.25,2025-04-01,13,6,False,1,morning,0,False,0,0,0,0,0,0
4,1,07:00:00,0.9655,30.0,1.0,0.0333,244.93,2025-04-01,14,7,False,1,morning,0,False,0,0,0,0,0,0
4,1,07:30:00,1.0,64.0,0.0,0.0,248.38,2025-04-01,15,7,False,1,morning,0,False,0,0,0,0,0,0
4,1,08:00:00,1.0,104.0,1.0,0.0096,276.15,2025-04-01,16,8,False,1,morning,0,False,0,0,0,0,0,0
4,1,08:30:00,0.9712999999999999,175.0,1.0,0.005699999999999999,242.67,2025-04-01,17,8,False,1,morning,0,False,0,0,0,0,0,0
4,1,09:00:00,0.9734,263.0,0.0,0.0,281.82,2025-04-01,18,9,False,1,morning,0,False,0,0,0,0,0,0
4,1,09:30:00,0.9024,331.0,3.0,0.0091,279.69,2025-04-01,19,9,False,1,morning,0,False,0,0,0,0,0,0
4,1,10:00:00,0.9915999999999999,358.0,2.0,0.005600000000000001,292.06,2025-04-01,20,10,False,1,morning,0,False,0,0,0,0,0,0
4,1,10:30:00,0.9125,460.0,3.0,0.006500000000000001,313.13,2025-04-01,21,10,False,1,morning,0,False,0,0,0,0,0,0
4,1,11:00:00,0.8645,441.0,13.0,0.029500000000000002,324.51,2025-04-01,22,11,False,1,morning,0,False,0,0,0,0,0,0
4,1,11:30:00,0.8178,542.0,4.0,0.0074,314.64,2025-04-01,23,11,False,1,morning,0,False,0,0,0,0,0,0
4,1,12:00:00,0.9963,540.0,3.0,0.005600000000000001,323.31,2025-04-01,24,12,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,12:30:00,0.9773999999999999,538.0,6.0,0.011200000000000002,326.03,2025-04-01,25,12,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,13:00:00,0.8867,569.0,4.0,0.006999999999999999,316.46,2025-04-01,26,13,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,13:30:00,0.8327,512.0,10.0,0.0195,320.57,2025-04-01,27,13,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,14:00:00,0.9691,555.0,4.0,0.0072,320.33,2025-04-01,28,14,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,14:30:00,0.9854999999999999,552.0,2.0,0.0036,317.62,2025-04-01,29,14,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,15:00:00,0.9908,548.0,2.0,0.0036,315.15,2025-04-01,30,15,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,15:30:00,0.9840000000000001,503.0,2.0,0.004,297.38,2025-04-01,31,15,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,16:00:00,0.9618000000000001,577.0,1.0,0.0017000000000000001,301.41,2025-04-01,32,16,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,16:30:00,0.9906999999999999,545.0,6.0,0.011000000000000001,314.94,2025-04-01,33,16,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,17:00:00,0.9853000000000001,478.0,2.0,0.0042,341.33,2025-04-01,34,17,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,17:30:00,0.9978,465.0,0.0,0.0,313.75,2025-04-01,35,17,False,1,afternoon,0,False,0,0,0,0,0,0
