date,call_volume,cct,service_level,abandon_rate,is_train_period,is_aug_holdout,is_post_aug,call_volume_was_missing,cct_was_missing,service_level_was_missing,abandon_rate_was_missing
2024-01-01,4380.0,333.91,0.9937999999999999,0.0032,True,False,False,0,0,0,0
2024-01-02,16184.0,348.04,0.5553,0.071,True,False,False,0,0,0,0
2024-01-03,15575.0,333.97,0.5945,0.0679,True,False,False,0,0,0,0
2024-01-04,14393.0,338.91,0.7523000000000001,0.0263,True,False,False,0,0,0,0
2024-01-05,13909.0,339.59,0.9267,0.011399999999999999,True,False,False,0,0,0,0
2024-01-06,8137.0,320.21,0.9681000000000001,0.006500000000000001,True,False,False,0,0,0,0
2024-01-07,5721.0,324.11,0.9662000000000001,0.008,True,False,False,0,0,0,0
2024-01-08,14534.0,342.29,0.8734000000000001,0.0127,True,False,False,0,0,0,0
2024-01-09,13183.0,329.77,0.9591,0.0046,True,False,False,0,0,0,0
2024-01-10,12583.0,328.58,0.9790000000000001,0.004,True,False,False,0,0,0,0
2024-01-11,12066.0,329.57,0.9662999999999999,0.0079,True,False,False,0,0,0,0
2024-01-12,12083.0,336.13,0.9806999999999999,0.009399999999999999,True,False,False,0,0,0,0
2024-01-13,7921.0,330.58,0.9606999999999999,0.0062,True,False,False,0,0,0,0
2024-01-14,5217.0,325.26,0.9465,0.0113,True,False,False,0,0,0,0
2024-01-15,11047.0,330.87,0.9933,0.0021,True,False,False,0,0,0,0
2024-01-16,12264.0,329.23,0.9823000000000001,0.0026,True,False,False,0,0,0,0
2024-01-17,12978.0,328.73,0.9036,0.013300000000000001,True,False,False,0,0,0,0
2024-01-18,12057.0,331.28,0.9243000000000001,0.0091,True,False,False,0,0,0,0
2024-01-19,12780.0,343.43,0.8484,0.0302,True,False,False,0,0,0,0
2024-01-20,8435.0,323.62,0.8941,0.013999999999999999,True,False,False,0,0,0,0
2024-01-21,5399.0,325.5,0.9565,0.0087,True,False,False,0,0,0,0
2024-01-22,13375.0,341.28,0.858,0.0129,True,False,False,0,0,0,0
2024-01-23,12143.0,335.05,0.9292,0.006500000000000001,True,False,False,0,0,0,0
2024-01-24,11498.0,329.11,0.9062,0.0096,True,False,False,0,0,0,0
2024-01-25,12027.0,327.78,0.9142,0.0101,True,False,False,0,0,0,0
2024-01-26,11647.0,323.89,0.9251999999999999,0.01,True,False,False,0,0,0,0
2024-01-27,7670.0,316.51,0.9205,0.010700000000000001,True,False,False,0,0,0,0
2024-01-28,4981.0,309.49,0.9922,0.0018,True,False,False,0,0,0,0
2024-01-29,12322.0,333.01,0.9638,0.0044,True,False,False,0,0,0,0
2024-01-30,11049.0,320.83,0.9601999999999999,0.0046,True,False,False,0,0,0,0
2024-01-31,11194.0,316.56,0.9643999999999999,0.0046,True,False,False,0,0,0,0
2024-02-01,12769.0,301.81,0.9974,0.0043,True,False,False,0,0,0,0
2024-02-02,13560.0,331.1,0.7729,0.0177,True,False,False,0,0,0,0
2024-02-03,9200.0,327.32,0.7820999999999999,0.0208,True,False,False,0,0,0,0
2024-02-04,5813.0,318.92,0.8956999999999999,0.0111,True,False,False,0,0,0,0
2024-02-05,14721.0,310.51,0.9526,0.0067,True,False,False,0,0,0,0
2024-02-06,13267.0,334.11,0.8981,0.0075,True,False,False,0,0,0,0
2024-02-07,11911.0,331.06,0.8986,0.0055000000000000005,True,False,False,0,0,0,0
