month_num,day,interval,service_level,call_volume,abandoned_calls,abandoned_rate,cct,date,slot_index,interval_start_hour,is_weekend,day_of_week,daypart,overnight_flag,slot_missing_flag,was_duplicate_resolved,was_imputed_call_volume,was_imputed_abandoned_calls,was_imputed_abandoned_rate,was_imputed_cct,was_imputed_service_level
4,1,00:00:00,1.0,5.0,0.0,0.0,137.6,2025-04-01,0,0,False,1,overnight,1,False,0,0,0,0,0,0
4,1,00:30:00,1.0,5.0,0.0,0.0,263.4,2025-04-01,1,0,False,1,overnight,1,False,0,0,0,0,0,0
4,1,01:00:00,1.0,4.0,0.0,0.0,333.25,2025-04-01,2,1,False,1,overnight,1,False,0,0,0,0,0,0
4,1,01:30:00,1.0,3.0,0.0,0.0,170.0,2025-04-01,3,1,False,1,overnight,1,False,0,0,0,0,0,0
4,1,02:00:00,1.0,1.0,0.0,0.0,667.0,2025-04-01,4,2,False,1,overnight,1,False,0,0,0,0,0,0
4,1,02:30:00,1.0,4.0,0.0,0.0,416.5,2025-04-01,5,2,False,1,overnight,1,False,0,0,0,0,0,0
4,1,03:00:00,1.0,1.0,0.0,0.0,128.0,2025-04-01,6,3,False,1,overnight,1,False,0,0,0,0,0,0
4,1,03:30:00,1.0,4.0,0.0,0.0,158.0,2025-04-01,7,3,False,1,overnight,1,False,0,0,0,0,0,0
4,1,04:00:00,1.0,1.0,0.0,0.0,229.0,2025-04-01,8,4,False,1,overnight,1,True,0,1,1,1,1,1
4,1,04:30:00,1.0,2.0,0.0,0.0,298.67,2025-04-01,9,4,False,1,overnight,1,True,0,1,1,1,1,1
4,1,05:00:00,1.0,2.0,0.0,0.0,59.0,2025-04-01,10,5,False,1,overnight,1,False,0,1,1,0,0,1
4,1,05:30:00,1.0,3.0,0.0,0.0,178.0,2025-04-01,11,5,False,1,overnight,1,False,0,1,1,0,0,1
4,1,06:00:00,1.0,2.0,0.0,0.0,181.5,2025-04-01,12,6,False,1,morning,0,False,0,1,1,0,0,1
4,1,06:30:00,0.58335,4.0,2.0,0.5,166.0,2025-04-01,13,6,False,1,morning,0,False,0,1,1,0,0,1
4,1,07:00:00,0.7333500000000001,8.0,1.0,0.1429,386.83,2025-04-01,14,7,False,1,morning,0,False,0,1,1,0,0,1
4,1,07:30:00,0.80355,14.0,0.0,0.0,219.13,2025-04-01,15,7,False,1,morning,0,False,0,1,1,0,0,1
4,1,08:00:00,0.8538,44.0,0.0,0.0,256.89,2025-04-01,16,8,False,1,morning,0,False,0,1,1,0,0,1
4,1,08:30:00,0.8524,76.0,0.0,0.0,262.6,2025-04-01,17,8,False,1,morning,0,False,0,1,1,0,0,1
4,1,09:00:00,0.9137,112.0,0.0,0.0,315.74,2025-04-01,18,9,False,1,morning,0,False,0,1,1,0,0,1
4,1,09:30:00,0.9128000000000001,173.0,1.0,0.0058,316.33,2025-04-01,19,9,False,1,morning,0,False,0,0,0,0,0,0
4,1,10:00:00,0.9948999999999999,197.0,0.0,0.0,288.58,2025-04-01,20,10,False,1,morning,0,False,0,0,0,0,0,0
4,1,10:30:00,0.9864,221.0,0.0,0.0,330.24,2025-04-01,21,10,False,1,morning,0,False,0,0,0,0,0,0
4,1,11:00:00,1.0,267.0,0.0,0.0,280.94,2025-04-01,22,11,False,1,morning,0,False,0,0,0,0,0,0
4,1,11:30:00,0.9817,273.0,0.0,0.0,322.6,2025-04-01,23,11,False,1,morning,0,False,0,0,0,0,0,0
4,1,12:00:00,0.9754,245.0,1.0,0.0040999999999999995,335.5,2025-04-01,24,12,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,12:30:00,0.9571999999999999,258.0,1.0,0.0039000000000000003,284.15,2025-04-01,25,12,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,13:00:00,1.0,239.0,0.0,0.0,321.13,2025-04-01,26,13,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,13:30:00,0.9958,238.0,0.0,0.0,328.56,2025-04-01,27,13,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,14:00:00,0.9963,273.0,0.0,0.0,307.4,2025-04-01,28,14,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,14:30:00,0.9926999999999999,274.0,0.0,0.0,307.11,2025-04-01,29,14,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,15:00:00,0.9725,255.0,0.0,0.0,301.51,2025-04-01,30,15,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,15:30:00,0.9412,259.0,4.0,0.0154,323.3,2025-04-01,31,15,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,16:00:00,0.9883,259.0,2.0,0.0077,326.37,2025-04-01,32,16,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,16:30:00,0.9894,284.0,0.0,0.0,330.98,2025-04-01,33,16,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,17:00:00,0.9843000000000001,254.0,0.0,0.0,332.5,2025-04-01,34,17,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,17:30:00,0.9948,191.0,0.0,0.0,322.13,2025-04-01,35,17,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,18:00:00,0.9939,163.0,0.0,0.0,326.13,2025-04-01,36,18,False,1,evening,0,False,0,0,0,0,0,0
4,1,18:30:00,0.7545000000000001,171.0,4.0,0.023399999999999997,336.36,2025-04-01,37,18,False,1,evening,0,False,0,0,0,0,0,0
4,1,19:00:00,0.9259000000000001,108.0,0.0,0.0,347.57,2025-04-01,38,19,False,1,evening,0,False,0,0,0,0,0,0
4,1,19:30:00,0.96,75.0,0.0,0.0,324.07,2025-04-01,39,19,False,1,evening,0,False,0,0,0,0,0,0
4,1,20:00:00,0.9636,56.0,1.0,0.0179,350.62,2025-04-01,40,20,False,1,evening,0,False,0,0,0,0,0,0
4,1,20:30:00,0.7541,66.0,5.0,0.0758,350.28,2025-04-01,41,20,False,1,evening,0,False,0,0,0,0,0,0
4,1,21:00:00,0.6957,48.0,2.0,0.0417,387.59,2025-04-01,42,21,False,1,evening,0,False,0,0,0,0,0,0
4,1,21:30:00,1.0,26.0,0.0,0.0,291.92,2025-04-01,43,21,False,1,evening,0,False,0,0,0,0,0,0
4,1,22:00:00,1.0,27.0,0.0,0.0,269.37,2025-04-01,44,22,False,1,evening,0,False,0,0,0,0,0,0
4,1,22:30:00,0.6364,13.0,2.0,0.15380000000000002,192.36,2025-04-01,45,22,False,1,evening,0,False,0,0,0,0,0,0
4,1,23:00:00,0.8462000000000001,14.0,1.0,0.07139999999999999,334.46,2025-04-01,46,23,False,1,evening,0,False,0,0,0,0,0,0
4,1,23:30:00,1.0,13.0,0.0,0.0,260.31,2025-04-01,47,23,False,1,evening,0,False,0,0,0,0,0,0
4,2,00:00:00,1.0,5.0,0.0,0.0,327.6,2025-04-02,0,0,False,2,overnight,1,False,0,0,0,0,0,0
4,2,00:30:00,1.0,7.0,0.0,0.0,242.29,2025-04-02,1,0,False,2,overnight,1,False,0,0,0,0,0,0
4,2,01:00:00,1.0,2.0,0.0,0.0,355.5,2025-04-02,2,1,False,2,overnight,1,False,0,0,0,0,0,0
4,2,01:30:00,1.0,6.0,0.0,0.0,258.0,2025-04-02,3,1,False,2,overnight,1,False,0,0,0,0,0,0
4,2,02:00:00,1.0,3.0,0.0,0.0,273.67,2025-04-02,4,2,False,2,overnight,1,False,0,0,0,0,0,0
4,2,02:30:00,1.0,1.0,0.0,0.0,200.0,2025-04-02,5,2,False,2,overnight,1,False,0,0,0,0,0,0
4,2,03:00:00,1.0,3.0,0.0,0.0,309.33,2025-04-02,6,3,False,2,overnight,1,False,0,0,0,0,0,0
4,2,03:30:00,1.0,1.0,0.0,0.0,227.0,2025-04-02,7,3,False,2,overnight,1,True,0,1,1,1,1,1
4,2,04:00:00,1.0,1.0,0.0,0.0,269.0,2025-04-02,8,4,False,2,overnight,1,False,0,0,0,0,0,0
4,2,04:30:00,1.0,1.0,0.0,0.0,220.0,2025-04-02,9,4,False,2,overnight,1,True,0,1,1,1,1,1
4,2,05:00:00,1.0,1.0,0.0,0.0,196.0,2025-04-02,10,5,False,2,overnight,1,False,0,0,0,0,0,0
4,2,05:30:00,1.0,2.0,0.0,0.0,469.5,2025-04-02,11,5,False,2,overnight,1,False,0,0,0,0,0,0
4,2,06:00:00,1.0,1.0,0.0,0.0,228.91500000000002,2025-04-02,12,6,False,2,morning,0,False,0,0,0,0,1,0
4,2,06:30:00,1.0,1.0,0.0,0.0,155.0,2025-04-02,13,6,False,2,morning,0,False,0,0,0,0,0,0
4,2,07:00:00,1.0,8.0,0.0,0.0,145.88,2025-04-02,14,7,False,2,morning,0,False,0,0,0,0,0,0
4,2,07:30:00,0.8332999999999999,12.0,0.0,0.0,321.42,2025-04-02,15,7,False,2,morning,0,False,0,0,0,0,0,0
4,2,08:00:00,0.9762000000000001,42.0,0.0,0.0,268.95,2025-04-02,16,8,False,2,morning,0,False,0,0,0,0,0,0
4,2,08:30:00,0.642,84.0,3.0,0.035699999999999996,249.33,2025-04-02,17,8,False,2,morning,0,False,0,0,0,0,0,0
