month_num,day,interval,service_level,call_volume,abandoned_calls,abandoned_rate,cct,date,slot_index,interval_start_hour,is_weekend,day_of_week,daypart,overnight_flag,slot_missing_flag,was_duplicate_resolved,was_imputed_call_volume,was_imputed_abandoned_calls,was_imputed_abandoned_rate,was_imputed_cct,was_imputed_service_level
4,1,00:00:00,1.0,72.0,0.0,0.0,283.29,2025-04-01,0,0,False,1,overnight,1,False,0,0,0,0,0,0
4,1,00:30:00,1.0,56.0,0.0,0.0,293.89,2025-04-01,1,0,False,1,overnight,1,False,0,0,0,0,0,0
4,1,01:00:00,1.0,31.0,0.0,0.0,323.45,2025-04-01,2,1,False,1,overnight,1,False,0,0,0,0,0,0
4,1,01:30:00,1.0,34.0,0.0,0.0,247.38,2025-04-01,3,1,False,1,overnight,1,False,0,0,0,0,0,0
4,1,02:00:00,1.0,16.0,0.0,0.0,282.69,2025-04-01,4,2,False,1,overnight,1,False,0,0,0,0,0,0
4,1,02:30:00,0.9286,14.0,0.0,0.0,293.57,2025-04-01,5,2,False,1,overnight,1,False,0,0,0,0,0,0
4,1,03:00:00,1.0,11.0,0.0,0.0,198.64,2025-04-01,6,3,False,1,overnight,1,False,0,0,0,0,0,0
4,1,03:30:00,1.0,13.0,0.0,0.0,272.77,2025-04-01,7,3,False,1,overnight,1,False,0,0,0,0,0,0
4,1,04:00:00,1.0,8.0,0.0,0.0,467.38,2025-04-01,8,4,False,1,overnight,1,False,0,0,0,0,0,0
4,1,04:30:00,1.0,12.0,0.0,0.0,122.75,2025-04-01,9,4,False,1,overnight,1,False,0,0,0,0,0,0
4,1,05:00:00,1.0,17.0,0.0,0.0,283.53,2025-04-01,10,5,False,1,overnight,1,False,0,0,0,0,0,0
4,1,05:30:00,1.0,20.0,0.0,0.0,275.85,2025-04-01,11,5,False,1,overnight,1,False,0,0,0,0,0,0
4,1,06:00:00,1.0,34.0,0.0,0.0,301.59,2025-04-01,12,6,False,1,morning,0,False,0,0,0,0,0,0
4,1,06:30:00,1.0,34.0,0.0,0.0,224.47,2025-04-01,13,6,False,1,morning,0,False,0,0,0,0,0,0
4,1,07:00:00,0.9878,82.0,0.0,0.0,246.26,2025-04-01,14,7,False,1,morning,0,False,0,0,0,0,0,0
4,1,07:30:00,0.9609000000000001,128.0,0.0,0.0,280.62,2025-04-01,15,7,False,1,morning,0,False,0,0,0,0,0,0
4,1,08:00:00,0.991,223.0,0.0,0.0,287.82,2025-04-01,16,8,False,1,morning,0,False,0,0,0,0,0,0
4,1,08:30:00,0.9941,338.0,0.0,0.0,307.67,2025-04-01,17,8,False,1,morning,0,False,0,0,0,0,0,0
4,1,09:00:00,0.9648,569.0,1.0,0.0018,301.98,2025-04-01,18,9,False,1,morning,0,False,0,0,0,0,0,0
4,1,09:30:00,0.9945,726.0,2.0,0.0028000000000000004,310.58,2025-04-01,19,9,False,1,morning,0,False,0,0,0,0,0,0
4,1,10:00:00,0.9914000000000001,813.0,2.0,0.0025,322.72,2025-04-01,20,10,False,1,morning,0,False,0,0,0,0,0,0
4,1,10:30:00,0.9693,915.0,4.0,0.0044,325.08,2025-04-01,21,10,False,1,morning,0,False,0,0,0,0,0,0
4,1,11:00:00,0.9615,939.0,4.0,0.0043,350.13,2025-04-01,22,11,False,1,morning,0,False,0,0,0,0,0,0
4,1,11:30:00,0.9538,1017.0,0.0,0.0,338.27,2025-04-01,23,11,False,1,morning,0,False,0,0,0,0,0,0
4,1,12:00:00,0.8962,1046.0,6.0,0.005699999999999999,338.82,2025-04-01,24,12,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,12:30:00,0.9503,1070.0,3.0,0.0028000000000000004,334.74,2025-04-01,25,12,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,13:00:00,0.99,1101.0,1.0,0.0009,346.13,2025-04-01,26,13,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,13:30:00,0.7764,1065.0,14.0,0.0131,323.85,2025-04-01,27,13,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,14:00:00,0.9913,1144.0,0.0,0.0,338.26,2025-04-01,28,14,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,14:30:00,0.9327,1151.0,7.0,0.0060999999999999995,342.38,2025-04-01,29,14,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,15:00:00,0.9818000000000001,1101.0,2.0,0.0018,335.53,2025-04-01,30,15,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,15:30:00,0.9943000000000001,1054.0,2.0,0.0019,349.68,2025-04-01,31,15,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,16:00:00,0.9881,1097.0,2.0,0.0018,358.12,2025-04-01,32,16,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,16:30:00,0.9925,1069.0,1.0,0.0009,348.82,2025-04-01,33,16,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,17:00:00,0.914,1049.0,2.0,0.0019,342.7,2025-04-01,34,17,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,17:30:00,0.963,955.0,9.0,0.009399999999999999,355.31,2025-04-01,35,17,False,1,afternoon,0,False,0,0,0,0,0,0
4,1,18:00:00,0.9253,875.0,5.0,0.005699999999999999,353.11,2025-04-01,36,18,False,1,evening,0,False,0,0,0,0,0,0
4,1,18:30:00,0.9865,742.0,0.0,0.0,360.64,2025-04-01,37,18,False,1,evening,0,False,0,0,0,0,0,0
4,1,19:00:00,0.8454,732.0,14.0,0.0191,335.24,2025-04-01,38,19,False,1,evening,0,False,0,0,0,0,0,0
4,1,19:30:00,0.9661,619.0,0.0,0.0,337.65,2025-04-01,39,19,False,1,evening,0,False,0,0,0,0,0,0
4,1,20:00:00,0.9865999999999999,522.0,1.0,0.0019,351.62,2025-04-01,40,20,False,1,evening,0,False,0,0,0,0,0,0
4,1,20:30:00,0.9954000000000001,438.0,1.0,0.0023,325.31,2025-04-01,41,20,False,1,evening,0,False,0,0,0,0,0,0
4,1,21:00:00,1.0,396.0,1.0,0.0025,313.25,2025-04-01,42,21,False,1,evening,0,False,0,0,0,0,0,0
4,1,21:30:00,0.9969,325.0,0.0,0.0,360.79,2025-04-01,43,21,False,1,evening,0,False,0,0,0,0,0,0
4,1,22:00:00,0.7283,277.0,12.0,0.0433,333.05,2025-04-01,44,22,False,1,evening,0,False,0,0,0,0,0,0
4,1,22:30:00,0.7619,212.0,2.0,0.009399999999999999,338.09,2025-04-01,45,22,False,1,evening,0,False,0,0,0,0,0,0
4,1,23:00:00,1.0,153.0,0.0,0.0,357.27,2025-04-01,46,23,False,1,evening,0,False,0,0,0,0,0,0
4,1,23:30:00,1.0,109.0,0.0,0.0,314.5,2025-04-01,47,23,False,1,evening,0,False,0,0,0,0,0,0
4,2,00:00:00,1.0,81.0,0.0,0.0,298.96,2025-04-02,0,0,False,2,overnight,1,False,0,0,0,0,0,0
4,2,00:30:00,1.0,67.0,0.0,0.0,291.91,2025-04-02,1,0,False,2,overnight,1,False,0,0,0,0,0,0
4,2,01:00:00,1.0,50.0,0.0,0.0,304.42,2025-04-02,2,1,False,2,overnight,1,False,0,0,0,0,0,0
4,2,01:30:00,1.0,31.0,0.0,0.0,398.48,2025-04-02,3,1,False,2,overnight,1,False,0,0,0,0,0,0
4,2,02:00:00,0.8,17.0,2.0,0.1176,269.07,2025-04-02,4,2,False,2,overnight,1,False,0,0,0,0,0,0
4,2,02:30:00,0.9412,17.0,0.0,0.0,384.65,2025-04-02,5,2,False,2,overnight,1,False,0,0,0,0,0,0
4,2,03:00:00,1.0,11.0,1.0,0.0909,158.4,2025-04-02,6,3,False,2,overnight,1,False,0,0,0,0,0,0
4,2,03:30:00,1.0,11.0,0.0,0.0,500.64,2025-04-02,7,3,False,2,overnight,1,False,0,0,0,0,0,0
4,2,04:00:00,1.0,14.0,0.0,0.0,338.5,2025-04-02,8,4,False,2,overnight,1,False,0,0,0,0,0,0
4,2,04:30:00,1.0,13.0,0.0,0.0,316.0,2025-04-02,9,4,False,2,overnight,1,False,0,0,0,0,0,0
4,2,05:00:00,1.0,13.0,0.0,0.0,291.38,2025-04-02,10,5,False,2,overnight,1,False,0,0,0,0,0,0
4,2,05:30:00,1.0,27.0,0.0,0.0,252.81,2025-04-02,11,5,False,2,overnight,1,False,0,0,0,0,0,0
4,2,06:00:00,1.0,24.0,0.0,0.0,337.29,2025-04-02,12,6,False,2,morning,0,False,0,0,0,0,0,0
4,2,06:30:00,1.0,44.0,0.0,0.0,263.02,2025-04-02,13,6,False,2,morning,0,False,0,0,0,0,0,0
4,2,07:00:00,1.0,64.0,0.0,0.0,292.98,2025-04-02,14,7,False,2,morning,0,False,0,0,0,0,0,0
4,2,07:30:00,0.8615,131.0,1.0,0.0076,265.77,2025-04-02,15,7,False,2,morning,0,False,0,0,0,0,0,0
4,2,08:00:00,0.9956,226.0,0.0,0.0,288.84,2025-04-02,16,8,False,2,morning,0,False,0,0,0,0,0,0
4,2,08:30:00,0.9753000000000001,367.0,2.0,0.0054,284.42,2025-04-02,17,8,False,2,morning,0,False,0,0,0,0,0,0
4,2,09:00:00,0.9848,527.0,1.0,0.0019,327.67,2025-04-02,18,9,False,2,morning,0,False,0,0,0,0,0,0
4,2,09:30:00,0.9273,622.0,3.0,0.0048,302.43,2025-04-02,19,9,False,2,morning,0,False,0,0,0,0,0,0
4,2,10:00:00,0.9902,711.0,0.0,0.0,325.18,2025-04-02,20,10,False,2,morning,0,False,0,0,0,0,0,0
4,2,10:30:00,0.899,863.0,2.0,0.0023,334.19,2025-04-02,21,10,False,2,morning,0,False,0,0,0,0,0,0
4,2,11:00:00,0.9976999999999999,880.0,1.0,0.0011,314.32,2025-04-02,22,11,False,2,morning,0,False,0,0,0,0,0,0
4,2,11:30:00,0.9903,931.0,0.0,0.0,341.7,2025-04-02,23,11,False,2,morning,0,False,0,0,0,0,0,0
4,2,12:00:00,0.995,1000.0,1.0,0.001,343.43,2025-04-02,24,12,False,2,afternoon,0,False,0,0,0,0,0,0
4,2,12:30:00,0.8703,1016.0,14.0,0.0138,347.97,2025-04-02,25,12,False,2,afternoon,0,False,0,0,0,0,0,0
4,2,13:00:00,0.9742000000000001,1087.0,1.0,0.0009,340.35,2025-04-02,26,13,False,2,afternoon,0,False,0,0,0,0,0,0
4,2,13:30:00,0.9373,1060.0,8.0,0.0075,339.39,2025-04-02,27,13,False,2,afternoon,0,False,0,0,0,0,0,0
4,2,14:00:00,0.9778,1039.0,2.0,0.0019,340.94,2025-04-02,28,14,False,2,afternoon,0,False,0,0,0,0,0,0
4,2,14:30:00,0.9990000000000001,998.0,1.0,0.001,340.29,2025-04-02,29,14,False,2,afternoon,0,False,0,0,0,0,0,0
