date,call_volume,cct,service_level,abandon_rate,is_train_period,is_aug_holdout,is_post_aug,call_volume_was_missing,cct_was_missing,service_level_was_missing,abandon_rate_was_missing
2024-01-01,8059.0,333.48,0.9984000000000001,0.0014000000000000002,True,False,False,0,0,0,0
2024-01-02,30738.0,370.36,0.5464,0.1005,True,False,False,0,0,0,0
2024-01-03,29358.0,369.6,0.5153,0.0738,True,False,False,0,0,0,0
2024-01-04,27542.0,372.0,0.6335999999999999,0.0451,True,False,False,0,0,0,0
2024-01-05,25956.0,375.03,0.7092,0.0273,True,False,False,0,0,0,0
2024-01-06,15373.0,358.6,0.9056000000000001,0.0077,True,False,False,0,0,0,0
2024-01-07,10227.0,341.49,0.9773999999999999,0.006,True,False,False,0,0,0,0
2024-01-08,26843.0,372.41,0.8165,0.0174,True,False,False,0,0,0,0
2024-01-09,23764.0,367.39,0.9426000000000001,0.0069,True,False,False,0,0,0,0
2024-01-10,24517.0,360.0,0.9346,0.0060999999999999995,True,False,False,0,0,0,0
2024-01-11,23248.0,357.9,0.9523999999999999,0.0078000000000000005,True,False,False,0,0,0,0
2024-01-12,22622.0,360.63,0.9595,0.006500000000000001,True,False,False,0,0,0,0
2024-01-13,15336.0,356.55,0.8684000000000001,0.012,True,False,False,0,0,0,0
2024-01-14,9785.0,331.6,0.9676,0.0123,True,False,False,0,0,0,0
2024-01-15,18890.0,349.88,0.9918,0.0022,True,False,False,0,0,0,0
2024-01-16,23325.0,355.54,0.9741,0.0048,True,False,False,0,0,0,0
2024-01-17,24708.0,362.67,0.8573999999999999,0.0116,True,False,False,0,0,0,0
2024-01-18,22867.0,361.02,0.8917,0.0132,True,False,False,0,0,0,0
2024-01-19,24245.0,370.88,0.7476999999999999,0.0212,True,False,False,0,0,0,0
2024-01-20,15539.0,355.82,0.8427,0.0116,True,False,False,0,0,0,0
2024-01-21,10274.0,348.21,0.9236,0.011000000000000001,True,False,False,0,0,0,0
2024-01-22,25355.0,366.46,0.8493999999999999,0.0097,True,False,False,0,0,0,0
2024-01-23,23760.0,349.29,0.9534999999999999,0.0048,True,False,False,0,0,0,0
2024-01-24,23576.0,352.31,0.9201999999999999,0.004699999999999999,True,False,False,0,0,0,0
2024-01-25,23159.0,346.9,0.8587,0.009399999999999999,True,False,False,0,0,0,0
2024-01-26,21953.0,350.61,0.8748999999999999,0.0064,True,False,False,0,0,0,0
2024-01-27,15160.0,345.61,0.8564,0.0085,True,False,False,0,0,0,0
2024-01-28,9395.0,315.12,0.9523999999999999,0.0032,True,False,False,0,0,0,0
2024-01-29,24402.0,353.25,0.9623999999999999,0.0039000000000000003,True,False,False,0,0,0,0
2024-01-30,22952.0,346.11,0.9423,0.0039000000000000003,True,False,False,0,0,0,0
2024-01-31,23564.0,342.53,0.8365,0.009899999999999999,True,False,False,0,0,0,0
2024-02-01,26582.0,316.06,0.9954000000000001,0.0021,True,False,False,0,0,0,0
2024-02-02,26681.0,357.08,0.7844,0.0451,True,False,False,0,0,0,0
2024-02-03,18320.0,353.6,0.7582,0.043899999999999995,True,False,False,0,0,0,0
2024-02-04,11629.0,339.73,0.8832,0.0239,True,False,False,0,0,0,0
2024-02-05,29469.0,323.03,0.9395,0.006999999999999999,True,False,False,0,0,0,0
2024-02-06,25766.0,350.82,0.9274,0.0051,True,False,False,0,0,0,0
2024-02-07,23366.0,353.82,0.9793999999999999,0.0034000000000000002,True,False,False,0,0,0,0
2024-02-08,22637.0,349.61,0.9753000000000001,0.0028000000000000004,True,False,False,0,0,0,0
2024-02-09,22877.0,351.39,0.9971,0.0009,True,False,False,0,0,0,0
2024-02-10,15620.0,353.66,0.9427,0.0048,True,False,False,0,0,0,0
2024-02-11,9000.0,344.71,0.7265,0.0507,True,False,False,0,0,0,0
2024-02-12,26633.0,331.36,0.9095,0.0087,True,False,False,0,0,0,0
2024-02-13,24292.0,355.25,0.9647,0.0026,True,False,False,0,0,0,0
2024-02-14,21927.0,350.43,0.9834,0.0021,True,False,False,0,0,0,0
2024-02-15,23778.0,340.66,0.9631000000000001,0.0046,True,False,False,0,0,0,0
2024-02-16,23890.0,349.39,0.9525,0.0053,True,False,False,0,0,0,0
2024-02-17,15746.0,344.78,0.8973,0.0075,True,False,False,0,0,0,0
2024-02-18,10566.0,339.47,0.682,0.0363,True,False,False,0,0,0,0
2024-02-19,21776.0,322.36,0.9883,0.0028000000000000004,True,False,False,0,0,0,0
2024-02-20,24935.0,333.02,0.975,0.003,True,False,False,0,0,0,0
2024-02-21,25750.0,344.11,0.9699,0.0027,True,False,False,0,0,0,0
2024-02-22,23207.0,346.3,0.9074,0.0076,True,False,False,0,0,0,0
2024-02-23,23859.0,346.31,0.9070999999999999,0.008100000000000001,True,False,False,0,0,0,0
2024-02-24,16050.0,344.02,0.8792,0.0073,True,False,False,0,0,0,0
2024-02-25,10748.0,325.63,0.7958,0.0182,True,False,False,0,0,0,0
2024-02-26,25836.0,310.79,0.985,0.003,True,False,False,0,0,0,0
2024-02-27,23300.0,344.14,0.9340999999999999,0.0043,True,False,False,0,0,0,0
2024-02-28,24038.0,333.22,0.9689,0.0034999999999999996,True,False,False,0,0,0,0
2024-02-29,25323.0,335.04,0.8728,0.0095,True,False,False,0,0,0,0
2024-03-01,28366.0,338.36,0.8608,0.009399999999999999,True,False,False,0,0,0,0
2024-03-02,17714.0,336.89,0.7481,0.0212,True,False,False,0,0,0,0
2024-03-03,11310.0,353.54,0.7676000000000001,0.018500000000000003,True,False,False,0,0,0,0
2024-03-04,29975.0,349.61,0.7256,0.0199,True,False,False,0,0,0,0
2024-03-05,26921.0,368.85,0.4338,0.087,True,False,False,0,0,0,0
2024-03-06,25161.0,341.41,0.7701,0.0206,True,False,False,0,0,0,0
2024-03-07,25192.0,370.13,0.6795,0.0298,True,False,False,0,0,0,0
2024-03-08,24007.0,353.49,0.9243000000000001,0.0063,True,False,False,0,0,0,0
2024-03-09,15871.0,349.04,0.9434,0.0044,True,False,False,0,0,0,0
2024-03-10,10137.0,351.75,0.9158,0.0063,True,False,False,0,0,0,0
2024-03-11,26734.0,358.05,0.9275,0.0055000000000000005,True,False,False,0,0,0,0
2024-03-12,24755.0,339.13,0.9118999999999999,0.006999999999999999,True,False,False,0,0,0,0
2024-03-13,24673.0,319.56,0.9695999999999999,0.0037,True,False,False,0,0,0,0
2024-03-14,23425.0,356.01,0.8487,0.009899999999999999,True,False,False,0,0,0,0
2024-03-15,23743.0,358.17,0.8663,0.0137,True,False,False,0,0,0,0
2024-03-16,15497.0,349.48,0.8708,0.0085,True,False,False,0,0,0,0
2024-03-17,10269.0,354.0,0.8161,0.0179,True,False,False,0,0,0,0
2024-03-18,27636.0,350.29,0.9124,0.0070999999999999995,True,False,False,0,0,0,0
2024-03-19,25622.0,345.23,0.8361,0.0126,True,False,False,0,0,0,0
2024-03-20,24587.0,333.98,0.8895000000000001,0.0138,True,False,False,0,0,0,0
2024-03-21,23634.0,351.31,0.9797,0.0027,True,False,False,0,0,0,0
2024-03-22,22057.0,351.41,0.9209,0.009000000000000001,True,False,False,0,0,0,0
2024-03-23,15327.0,348.2,0.7946,0.0175,True,False,False,0,0,0,0
2024-03-24,9721.0,350.39,0.8937999999999999,0.011000000000000001,True,False,False,0,0,0,0
2024-03-25,25652.0,364.45,0.8159000000000001,0.0124,True,False,False,0,0,0,0
2024-03-26,22301.0,344.07,0.9215000000000001,0.0059,True,False,False,0,0,0,0
2024-03-27,23706.0,328.72,0.894,0.0232,True,False,False,0,0,0,0
2024-03-28,22732.0,361.56,0.9135,0.0046,True,False,False,0,0,0,0
2024-03-29,20764.0,349.12,0.978,0.0032,True,False,False,0,0,0,0
2024-03-30,13639.0,344.95,0.8012999999999999,0.0123,True,False,False,0,0,0,0
2024-03-31,5386.0,342.72,0.6537000000000001,0.0277,True,False,False,0,0,0,0
2024-04-01,29720.0,333.02,0.8131999999999999,0.016200000000000003,True,False,False,0,0,0,0
2024-04-02,25859.0,325.28,0.9511,0.0059,True,False,False,0,0,0,0
2024-04-03,27131.0,342.7,0.87,0.0103,True,False,False,0,0,0,0
2024-04-04,26121.0,342.31,0.9558,0.004,True,False,False,0,0,0,0
2024-04-05,23967.0,345.6,0.9281,0.0055000000000000005,True,False,False,0,0,0,0
2024-04-06,15682.0,348.42,0.9468000000000001,0.0040999999999999995,True,False,False,0,0,0,0
2024-04-07,10086.0,341.6,0.8572,0.011699999999999999,True,False,False,0,0,0,0
2024-04-08,24508.0,333.78,0.7231000000000001,0.0581,True,False,False,0,0,0,0
2024-04-09,24075.0,319.58,0.9983,0.0009,True,False,False,0,0,0,0
2024-04-10,23852.0,349.61,0.9715,0.003,True,False,False,0,0,0,0
2024-04-11,22754.0,338.62,0.9712999999999999,0.0032,True,False,False,0,0,0,0
2024-04-12,23285.0,342.42,0.9505,0.0043,True,False,False,0,0,0,0
2024-04-13,15083.0,342.85,0.9116,0.0073,True,False,False,0,0,0,0
2024-04-14,10515.0,344.05,0.8101999999999999,0.0111,True,False,False,0,0,0,0
2024-04-15,26959.0,334.11,0.7974,0.0337,True,False,False,0,0,0,0
2024-04-16,24484.0,320.71,0.9864,0.0024,True,False,False,0,0,0,0
2024-04-17,23809.0,332.04,0.981,0.0027,True,False,False,0,0,0,0
2024-04-18,22808.0,338.61,0.9279000000000001,0.0073,True,False,False,0,0,0,0
2024-04-19,22825.0,341.72,0.9164,0.0070999999999999995,True,False,False,0,0,0,0
2024-04-20,15136.0,344.76,0.8542000000000001,0.0106,True,False,False,0,0,0,0
2024-04-21,10505.0,341.32,0.7555,0.0229,True,False,False,0,0,0,0
2024-04-22,26933.0,329.15,0.9275,0.0084,True,False,False,0,0,0,0
2024-04-23,23081.0,314.41,0.9767,0.0031,True,False,False,0,0,0,0
2024-04-24,23098.0,346.97,0.9765,0.0026,True,False,False,0,0,0,0
2024-04-25,22567.0,339.21,0.9787,0.0084,True,False,False,0,0,0,0
2024-04-26,22280.0,329.72,0.9353,0.0045000000000000005,True,False,False,0,0,0,0
2024-04-27,14692.0,330.12,0.8672,0.0087,True,False,False,0,0,0,0
2024-04-28,10148.0,324.27,0.7461,0.0173,True,False,False,0,0,0,0
2024-04-29,26280.0,363.1,0.6457999999999999,0.0572,True,False,False,0,0,0,0
2024-04-30,25188.0,346.88,0.8304,0.019799999999999998,True,False,False,0,0,0,0
2024-05-01,27653.0,316.87,0.9872,0.0019,True,False,False,0,0,0,0
2024-05-02,25397.0,351.18,0.9046,0.008,True,False,False,0,0,0,0
2024-05-03,26168.0,352.4,0.9582999999999999,0.0040999999999999995,True,False,False,0,0,0,0
2024-05-04,16820.0,351.65,0.9428,0.0048,True,False,False,0,0,0,0
2024-05-05,8720.0,347.63,0.868,0.009300000000000001,True,False,False,1,1,1,1
2024-05-06,23467.0,345.64,0.9035,0.0079,True,False,False,1,1,1,1
2024-05-07,23198.0,339.74,0.8598,0.0115,True,False,False,1,1,1,1
2024-05-08,22678.0,331.385,0.9113499999999999,0.0072,True,False,False,1,1,1,1
2024-05-09,23041.0,336.15,0.892,0.0108,True,False,False,1,1,1,1
2024-05-10,22158.0,323.73,0.8918,0.0075,True,False,False,1,1,1,1
2024-05-11,14536.5,349.41499999999996,0.9227500000000001,0.00755,True,False,False,1,1,1,1
2024-05-12,8162.0,346.05,0.8539,0.0197,True,False,False,0,0,0,0
2024-05-13,26132.0,346.11,0.6108,0.0302,True,False,False,0,0,0,0
2024-05-14,24354.0,342.66,0.7202,0.023399999999999997,True,False,False,0,0,0,0
2024-05-15,25217.0,322.79,0.9411,0.0063,True,False,False,0,0,0,0
2024-05-16,23768.0,358.38,0.7818999999999999,0.013600000000000001,True,False,False,0,0,0,0
2024-05-17,23437.0,345.74,0.7984,0.0204,True,False,False,0,0,0,0
2024-05-18,14761.0,347.18,0.5979,0.0296,True,False,False,0,0,0,0
2024-05-19,9901.0,350.66,0.7051000000000001,0.0274,True,False,False,0,0,0,0
2024-05-20,26363.0,348.16,0.7815000000000001,0.0144,True,False,False,0,0,0,0
2024-05-21,23930.0,339.74,0.7101000000000001,0.0242,True,False,False,0,0,0,0
2024-05-22,23274.0,322.32,0.8995000000000001,0.0088,True,False,False,0,0,0,0
2024-05-23,23980.0,350.4,0.8581,0.0115,True,False,False,0,0,0,0
2024-05-24,22158.0,343.89,0.8742,0.0066,True,False,False,0,0,0,0
2024-05-25,14687.0,334.28,0.848,0.0111,True,False,False,0,0,0,0
2024-05-26,8720.0,339.62,0.868,0.009300000000000001,True,False,False,0,0,0,0
2024-05-27,12426.0,325.84,0.956,0.0040999999999999995,True,False,False,0,0,0,0
