Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,390.64,41,0,0.0,329.5,88,0,0.0,354.12,47,0,0.0,324.59
August,1,0:30,5,0,0.0,344.39,30,0,0.0,306.47,61,1,0.016393,314.54,33,0,0.0,296.96
August,1,1:00,4,0,0.0,321.3,13,0,0.0,431.22,43,3,0.069767,325.1,24,1,0.041667,361.42
August,1,1:30,4,0,0.0,292.83,8,0,0.0,249.61,32,1,0.03125,309.48,18,1,0.055556,290.56
August,1,2:00,2,0,0.0,234.03,7,0,0.0,365.07,21,1,0.047619,310.49,12,1,0.083333,334.35
August,1,2:30,1,0,0.0,341.44,5,0,0.0,375.46,22,2,0.090909,326.61,10,0,0.0,302.6
August,1,3:00,2,0,0.0,203.04,5,0,0.0,360.93,13,1,0.076923,386.06,3,0,0.0,409.29
August,1,3:30,2,0,0.0,181.63,4,0,0.0,372.96,16,0,0.0,375.22,1,0,0.0,166.23
August,1,4:00,1,0,0.0,280.52,4,0,0.0,328.03,15,1,0.066667,299.41,1,0,0.0,319.28
August,1,4:30,2,0,0.0,227.11,4,0,0.0,234.43,15,0,0.0,345.96,1,0,0.0,431.43
August,1,5:00,2,0,0.0,263.29,4,0,0.0,251.61,21,1,0.047619,300.74,1,0,0.0,329.68
August,1,5:30,2,0,0.0,234.9,5,0,0.0,310.89,20,1,0.05,322.56,1,0,0.0,268.23
August,1,6:00,3,0,0.0,238.53,7,1,0.142857,303.57,38,0,0.0,281.59,12,0,0.0,245.16
August,1,6:30,4,1,0.25,310.91,8,3,0.375,349.1,64,4,0.0625,262.95,27,4,0.148148,254.89999999999998
August,1,7:00,12,1,0.083333,304.81,41,1,0.02439,261.91,104,2,0.019231,267.82,49,1,0.020408,253.48
August,1,7:30,18,1,0.055556,327.96,57,1,0.017544,293.34,175,6,0.034286,264.01,77,2,0.025974,277.04
August,1,8:00,52,0,0.0,278.83,121,0,0.0,292.88,312,5,0.016026,281.39,146,2,0.013699,267.0
August,1,8:30,95,0,0.0,297.6,165,1,0.006061,320.2,450,4,0.008889,304.67,199,7,0.035176,278.86
August,1,9:00,138,1,0.007246,307.37,245,1,0.004082,336.92,637,4,0.006279,308.56,282,3,0.010638,284.47
August,1,9:30,178,1,0.005618,315.08,295,1,0.00339,339.66,800,17,0.02125,305.78,350,14,0.04,298.21
August,1,10:00,193,1,0.005181,323.64,373,1,0.002681,350.45,907,27,0.029768,323.63,413,9,0.021792,292.86
August,1,10:30,240,1,0.004167,324.21,418,4,0.009569,347.17,1006,49,0.048708,328.82,451,18,0.039911,310.56
August,1,11:00,249,1,0.004016,323.24,457,3,0.006565,350.71,1073,24,0.022367,337.26,476,16,0.033613,312.36
August,1,11:30,262,1,0.003817,324.57,497,7,0.014085,366.29,1127,25,0.022183,336.67,515,16,0.031068,310.94
August,1,12:00,275,1,0.003636,314.46,559,5,0.008945,360.01,1137,55,0.048373,336.89,516,17,0.032946,307.71
August,1,12:30,269,1,0.003717,328.94,555,5,0.009009,369.41,1141,45,0.039439,339.94,534,9,0.016854,320.41
August,1,13:00,268,1,0.003731,338.21,574,3,0.005226,355.78,1127,26,0.02307,349.01,528,14,0.026515,318.83
August,1,13:30,278,1,0.003597,330.69,580,4,0.006897,353.41,1121,39,0.03479,346.98,546,16,0.029304,318.68
August,1,14:00,270,1,0.003704,326.66,606,5,0.008251,366.45,1143,35,0.030621,348.19,563,18,0.031972,315.96
August,1,14:30,291,1,0.003436,332.99,624,6,0.009615,363.71,1133,45,0.039718,347.61,555,29,0.052252,321.65
August,1,15:00,275,1,0.003636,320.59,632,3,0.004747,371.21,1130,37,0.032743,347.05,552,29,0.052536,325.84
August,1,15:30,287,2,0.006969,331.31,610,7,0.011475,361.43,1119,98,0.087578,347.99,533,48,0.090056,319.55
August,1,16:00,274,1,0.00365,334.49,618,5,0.008091,376.7,1107,52,0.046974,349.75,581,27,0.046472,324.17
August,1,16:30,259,1,0.003861,336.91,596,3,0.005034,366.45,1053,21,0.019943,348.82,543,14,0.025783,315.31
August,1,17:00,224,1,0.004464,331.89,568,3,0.005282,363.77,996,18,0.018072,348.3,499,6,0.012024,331.04
August,1,17:30,198,1,0.005051,328.71,527,2,0.003795,366.51,911,18,0.019759,349.58,451,12,0.026608,316.15
August,1,18:00,178,1,0.005618,325.14,489,3,0.006135,371.58,802,22,0.027431,352.44,407,4,0.009828,314.62
August,1,18:30,148,1,0.006757,353.26,418,2,0.004785,360.62,728,9,0.012363,353.74,363,6,0.016529,315.16
August,1,19:00,99,0,0.0,357.32,398,4,0.01005,362.58,645,15,0.023256,340.79,326,9,0.027607,317.51
August,1,19:30,72,0,0.0,330.65,339,2,0.0059,342.86,563,19,0.033748,349.42,292,13,0.044521,318.89
August,1,20:00,56,0,0.0,339.02,286,3,0.01049,355.01,475,29,0.061053,344.55,243,13,0.053498,314.23
August,1,20:30,46,0,0.0,310.73,263,3,0.011407,360.61,404,10,0.024752,336.4,219,5,0.022831,299.78
August,1,21:00,33,0,0.0,332.92,222,1,0.004505,352.31,344,3,0.008721,342.12,179,18,0.100559,318.42
August,1,21:30,24,0,0.0,314.29,181,1,0.005525,335.06,278,4,0.014388,338.57,157,10,0.063694,325.74
August,1,22:00,22,0,0.0,316.29,136,1,0.007353,347.08,225,2,0.008889,336.97,124,2,0.016129,312.34
August,1,22:30,15,1,0.066667,369.87,117,0,0.0,320.35,181,1,0.005525,334.69,102,2,0.019608,298.28
August,1,23:00,12,1,0.083333,324.88,80,0,0.0,341.91,135,1,0.007407,325.3,79,0,0.0,295.13
August,1,23:30,9,0,0.0,234.2,70,0,0.0,346.07,108,1,0.009259,302.51,62,0,0.0,296.21
August,2,0:00,7,0,0.0,342.85,49,1,0.020408,313.08,74,1,0.013514,323.9,45,1,0.022222,323.91
August,2,0:30,5,0,0.0,387.17,32,0,0.0,348.95,56,0,0.0,321.98,29,0,0.0,340.31
August,2,1:00,4,0,0.0,331.93,12,1,0.083333,402.43,41,1,0.02439,330.3,25,0,0.0,331.72
August,2,1:30,2,0,0.0,247.88,7,0,0.0,295.13,36,1,0.027778,330.6,17,0,0.0,328.27
August,2,2:00,1,0,0.0,271.52,7,0,0.0,321.98,21,1,0.047619,313.43,13,0,0.0,326.33
August,2,2:30,2,0,0.0,286.64,4,0,0.0,336.64,15,0,0.0,343.94,7,0,0.0,324.98
August,2,3:00,2,0,0.0,313.81,4,0,0.0,327.98,12,1,0.083333,332.33,3,0,0.0,467.36
August,2,3:30,1,0,0.0,180.59,4,0,0.0,164.25,13,0,0.0,283.46,1,0,0.0,247.64
August,2,4:00,2,0,0.0,247.04,3,0,0.0,312.27,11,0,0.0,371.28,1,0,0.0,266.93
August,2,4:30,1,0,0.0,184.92,3,0,0.0,329.33,12,0,0.0,311.48,1,0,0.0,346.92
August,2,5:00,1,0,0.0,414.54,4,0,0.0,270.74,12,0,0.0,427.14,1,0,0.0,228.49
August,2,5:30,1,0,0.0,189.12,3,0,0.0,277.5,14,0,0.0,305.48,1,0,0.0,380.75
August,2,6:00,2,0,0.0,268.31,4,0,0.0,353.77,20,0,0.0,290.67,9,0,0.0,257.77
August,2,6:30,3,0,0.0,304.44,9,2,0.222222,327.84,37,0,0.0,272.91,14,1,0.071429,289.84
August,2,7:00,6,0,0.0,238.69,13,0,0.0,298.88,65,1,0.015385,270.54,29,1,0.034483,277.74
August,2,7:30,12,0,0.0,310.56,22,0,0.0,339.2,108,2,0.018519,262.0,46,1,0.021739,307.18
August,2,8:00,34,0,0.0,248.69,39,0,0.0,315.23,190,1,0.005263,273.17,79,0,0.0,299.76
August,2,8:30,56,0,0.0,286.46,55,1,0.018182,333.51,269,3,0.011152,299.78,119,1,0.008403,291.03
August,2,9:00,81,0,0.0,278.89,145,1,0.006897,302.5,384,3,0.007812,294.96,175,3,0.017143,304.64
August,2,9:30,97,1,0.010309,274.59,196,1,0.005102,327.59,464,15,0.032328,315.75,217,5,0.023041,290.6
August,2,10:00,121,1,0.008264,294.25,246,2,0.00813,327.61,574,4,0.006969,314.99,257,5,0.019455,305.12
August,2,10:30,153,1,0.006536,293.45,283,6,0.021201,343.89,641,7,0.01092,329.82,302,18,0.059603,310.42
August,2,11:00,173,1,0.00578,300.49,327,3,0.009174,343.54,705,8,0.011348,330.85,339,8,0.023599,320.74
August,2,11:30,174,1,0.005747,292.57,374,5,0.013369,350.63,710,18,0.025352,338.36,352,6,0.017045,320.32
August,2,12:00,191,2,0.010471,306.84,380,3,0.007895,343.65,731,13,0.017784,337.88,370,4,0.010811,328.77
August,2,12:30,206,3,0.014563,303.41,400,5,0.0125,349.08,734,15,0.020436,337.07,381,15,0.03937,320.97
August,2,13:00,201,1,0.004975,311.65,418,9,0.021531,350.17,717,9,0.012552,341.08,383,13,0.033943,328.07
August,2,13:30,197,1,0.005076,315.07,444,12,0.027027,345.53,723,21,0.029046,340.72,382,13,0.034031,320.58
August,2,14:00,187,1,0.005348,316.43,457,14,0.030635,351.49,729,17,0.02332,343.53,374,7,0.018717,323.49
August,2,14:30,192,1,0.005208,313.83,438,8,0.018265,359.89,714,9,0.012605,337.97,388,20,0.051546,331.27
August,2,15:00,184,1,0.005435,309.33,441,4,0.00907,347.48,675,3,0.004444,346.25,366,7,0.019126,315.48
