Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,392.14,41,0,0.0,331.0,88,0,0.0,355.62,47,0,0.0,326.09
August,1,0:30,5,0,0.0,345.89,30,0,0.0,307.97,61,1,0.016393,316.04,33,0,0.0,298.46
August,1,1:00,4,0,0.0,322.8,13,0,0.0,432.72,43,3,0.069767,326.6,24,1,0.041667,362.92
August,1,1:30,4,0,0.0,294.33,8,0,0.0,251.11,32,1,0.03125,310.98,18,1,0.055556,292.06
August,1,2:00,2,0,0.0,235.53,7,0,0.0,366.57,21,1,0.047619,311.99,12,1,0.083333,335.85
August,1,2:30,1,0,0.0,342.94,5,0,0.0,376.96,22,2,0.090909,328.11,10,0,0.0,304.1
August,1,3:00,2,0,0.0,204.54,5,0,0.0,362.43,13,1,0.076923,387.56,3,0,0.0,410.79
August,1,3:30,2,0,0.0,183.13,4,0,0.0,374.46,16,0,0.0,376.72,1,0,0.0,167.73
August,1,4:00,1,0,0.0,282.02,4,0,0.0,329.53,15,1,0.066667,300.91,1,0,0.0,320.78
August,1,4:30,2,0,0.0,228.61,4,0,0.0,235.93,15,0,0.0,347.46,1,0,0.0,432.93
August,1,5:00,2,0,0.0,264.79,4,0,0.0,253.11,21,1,0.047619,302.24,1,0,0.0,331.18
August,1,5:30,2,0,0.0,236.4,5,0,0.0,312.39,20,1,0.05,324.06,1,0,0.0,269.73
August,1,6:00,3,0,0.0,240.03,7,1,0.142857,305.07,38,0,0.0,283.09,12,0,0.0,246.66
August,1,6:30,4,1,0.25,312.41,8,3,0.375,350.6,64,4,0.0625,264.45,27,4,0.148148,256.4
August,1,7:00,12,1,0.083333,306.31,41,1,0.02439,263.41,104,2,0.019231,269.32,49,1,0.020408,254.98
August,1,7:30,18,1,0.055556,329.46,57,1,0.017544,294.84,175,6,0.034286,265.51,77,2,0.025974,278.54
August,1,8:00,52,0,0.0,280.33,121,0,0.0,294.38,312,5,0.016026,282.89,146,2,0.013699,268.5
August,1,8:30,95,0,0.0,299.1,165,1,0.006061,321.7,450,4,0.008889,306.17,199,7,0.035176,280.36
August,1,9:00,138,1,0.007246,308.87,245,1,0.004082,338.42,637,4,0.006279,310.06,282,3,0.010638,285.97
August,1,9:30,178,1,0.005618,316.58,295,1,0.00339,341.16,800,17,0.02125,307.28,350,14,0.04,299.71
August,1,10:00,193,1,0.005181,325.14,373,1,0.002681,351.95,907,27,0.029768,325.13,413,9,0.021792,294.36
August,1,10:30,240,1,0.004167,325.71,418,4,0.009569,348.67,1006,49,0.048708,330.32,451,18,0.039911,312.06
August,1,11:00,249,1,0.004016,324.74,457,3,0.006565,352.21,1073,24,0.022367,338.76,476,16,0.033613,313.86
August,1,11:30,262,1,0.003817,326.07,497,7,0.014085,367.79,1127,25,0.022183,338.17,515,16,0.031068,312.44
August,1,12:00,275,1,0.003636,315.96,559,5,0.008945,361.51,1137,55,0.048373,338.39,516,17,0.032946,309.21
August,1,12:30,269,1,0.003717,330.44,555,5,0.009009,370.91,1141,45,0.039439,341.44,534,9,0.016854,321.91
